m1,m2,len,depth_oracles,depth_addition
28,56,27,170,619
28,57,28,476,213
28,58,29,367,520
28,59,30,680,426
28,60,31,273,741
28,61,32,557,86
28,62,33,463,375
28,63,34,785,262
29,31,1,1091,371
29,32,2,436,263
29,33,3,725,590
29,34,4,612,171
29,35,5,953,501
29,36,6,520,374
29,37,7,844,670
29,38,8,721,123
29,39,9,1042,379
29,40,10,473,285
29,41,11,778,642
29,42,12,633,218
29,43,13,925,498
29,44,14,576,422
29,45,15,886,686
29,46,16,770,92
29,47,17,1096,386
29,48,18,442,272
29,49,19,749,545
29,50,20,623,178
29,51,21,960,501
29,52,22,528,383
29,53,23,837,682
29,54,24,732,127
29,55,25,1034,394
29,56,26,477,329
29,57,27,783,619
29,58,28,674,213
29,59,29,987,520
29,60,30,580,426
29,61,31,864,741
29,62,32,770,86
29,63,33,1092,375
30,32,1,342,371
30,33,2,631,263
30,34,3,518,590
30,35,4,859,171
30,36,5,426,501
30,37,6,750,374
30,38,7,627,670
30,39,8,948,123
30,40,9,379,379
30,41,10,684,285
30,42,11,539,642
30,43,12,831,218
30,44,13,482,498
30,45,14,792,422
30,46,15,676,686
30,47,16,1002,92
30,48,17,348,386
30,49,18,655,272
30,50,19,529,545
30,51,20,866,178
30,52,21,434,501
30,53,22,743,383
30,54,23,638,682
30,55,24,940,127
30,56,25,383,394
30,57,26,689,329
30,58,27,580,619
30,59,28,893,213
30,60,29,486,520
30,61,30,770,426
30,62,31,676,741
30,63,32,998,86
31,33,1,946,371
31,34,2,833,263
31,35,3,1174,590
31,36,4,741,171
31,37,5,1065,501
31,38,6,942,374
31,39,7,1263,670
31,40,8,694,123
31,41,9,999,379
31,42,10,854,285
31,43,11,1146,642
31,44,12,797,218
31,45,13,1107,498
31,46,14,991,422
31,47,15,1317,686
31,48,16,663,92
31,49,17,970,386
31,50,18,844,272
31,51,19,1181,545
31,52,20,749,178
31,53,21,1058,501
31,54,22,953,383
31,55,23,1255,682
31,56,24,698,127
31,57,25,1004,394
31,58,26,895,329
31,59,27,1208,619
31,60,28,801,213
31,61,29,1085,520
31,62,30,991,426
31,63,31,1313,741
32,34,1,178,371
32,35,2,519,263
32,36,3,86,590
32,37,4,410,171
32,38,5,287,501
32,39,6,608,374
32,40,7,39,670
32,41,8,344,123
32,42,9,199,379
32,43,10,491,285
32,44,11,142,642
32,45,12,452,218
32,46,13,336,498
32,47,14,662,422
32,48,15,8,686
32,49,16,315,92
32,50,17,189,386
32,51,18,526,272
32,52,19,94,545
32,53,20,403,178
32,54,21,298,501
32,55,22,600,383
32,56,23,43,682
32,57,24,349,127
32,58,25,240,394
32,59,26,553,329
32,60,27,146,619
32,61,28,430,213
32,62,29,336,520
32,63,30,658,426
33,35,1,808,371
33,36,2,375,263
33,37,3,699,590
33,38,4,576,171
33,39,5,897,501
33,40,6,328,374
33,41,7,633,670
33,42,8,488,123
33,43,9,780,379
33,44,10,431,285
33,45,11,741,642
33,46,12,625,218
33,47,13,951,498
33,48,14,297,422
33,49,15,604,686
33,50,16,478,92
33,51,17,815,386
33,52,18,383,272
33,53,19,692,545
33,54,20,587,178
33,55,21,889,501
33,56,22,332,383
33,57,23,638,682
33,58,24,529,127
33,59,25,842,394
33,60,26,435,329
33,61,27,719,619
33,62,28,625,213
33,63,29,947,520
34,36,1,262,371
34,37,2,586,263
34,38,3,463,590
34,39,4,784,171
34,40,5,215,501
34,41,6,520,374
34,42,7,375,670
34,43,8,667,123
34,44,9,318,379
34,45,10,628,285
34,46,11,512,642
34,47,12,838,218
34,48,13,184,498
34,49,14,491,422
34,50,15,365,686
34,51,16,702,92
34,52,17,270,386
34,53,18,579,272
34,54,19,474,545
34,55,20,776,178
34,56,21,219,501
34,57,22,525,383
34,58,23,416,682
34,59,24,729,127
34,60,25,322,394
34,61,26,606,329
34,62,27,512,619
34,63,28,834,213
35,37,1,927,371
35,38,2,804,263
35,39,3,1125,590
35,40,4,556,171
35,41,5,861,501
35,42,6,716,374
35,43,7,1008,670
35,44,8,659,123
35,45,9,969,379
35,46,10,853,285
35,47,11,1179,642
35,48,12,525,218
35,49,13,832,498
35,50,14,706,422
35,51,15,1043,686
35,52,16,611,92
35,53,17,920,386
35,54,18,815,272
35,55,19,1117,545
35,56,20,560,178
35,57,21,866,501
35,58,22,757,383
35,59,23,1070,682
35,60,24,663,127
35,61,25,947,394
35,62,26,853,329
35,63,27,1175,619
36,38,1,371,371
36,39,2,692,263
36,40,3,123,590
36,41,4,428,171
36,42,5,283,501
36,43,6,575,374
36,44,7,226,670
36,45,8,536,123
36,46,9,420,379
36,47,10,746,285
36,48,11,92,642
36,49,12,399,218
36,50,13,273,498
36,51,14,610,422
36,52,15,178,686
36,53,16,487,92
36,54,17,382,386
36,55,18,684,272
36,56,19,127,545
36,57,20,433,178
36,58,21,324,501
36,59,22,637,383
36,60,23,230,682
36,61,24,514,127
36,62,25,420,394
36,63,26,742,329
37,39,1,1016,371
37,40,2,447,263
37,41,3,752,590
37,42,4,607,171
37,43,5,899,501
37,44,6,550,374
37,45,7,860,670
37,46,8,744,123
37,47,9,1070,379
37,48,10,416,285
37,49,11,723,642
37,50,12,597,218
37,51,13,934,498
37,52,14,502,422
37,53,15,811,686
37,54,16,706,92
37,55,17,1008,386
37,56,18,451,272
37,57,19,757,545
37,58,20,648,178
37,59,21,961,501
37,60,22,554,383
37,61,23,838,682
37,62,24,744,127
37,63,25,1066,394
38,40,1,324,371
38,41,2,629,263
38,42,3,484,590
38,43,4,776,171
38,44,5,427,501
38,45,6,737,374
38,46,7,621,670
38,47,8,947,123
38,48,9,293,379
38,49,10,600,285
38,50,11,474,642
38,51,12,811,218
38,52,13,379,498
38,53,14,688,422
38,54,15,583,686
38,55,16,885,92
38,56,17,328,386
38,57,18,634,272
38,58,19,525,545
38,59,20,838,178
38,60,21,431,501
38,61,22,715,383
38,62,23,621,682
38,63,24,943,127
39,41,1,950,371
39,42,2,805,263
39,43,3,1097,590
39,44,4,748,171
39,45,5,1058,501
39,46,6,942,374
39,47,7,1268,670
39,48,8,614,123
39,49,9,921,379
39,50,10,795,285
39,51,11,1132,642
39,52,12,700,218
39,53,13,1009,498
39,54,14,904,422
39,55,15,1206,686
39,56,16,649,92
39,57,17,955,386
39,58,18,846,272
39,59,19,1159,545
39,60,20,752,178
39,61,21,1036,501
39,62,22,942,383
39,63,23,1264,682
40,42,1,236,371
40,43,2,528,263
40,44,3,179,590
40,45,4,489,171
40,46,5,373,501
40,47,6,699,374
40,48,7,45,670
40,49,8,352,123
40,50,9,226,379
40,51,10,563,285
40,52,11,131,642
40,53,12,440,218
40,54,13,335,498
40,55,14,637,422
40,56,15,80,686
40,57,16,386,92
40,58,17,277,386
40,59,18,590,272
40,60,19,183,545
40,61,20,467,178
40,62,21,373,501
40,63,22,695,383
41,43,1,833,371
41,44,2,484,263
41,45,3,794,590
41,46,4,678,171
41,47,5,1004,501
41,48,6,350,374
41,49,7,657,670
41,50,8,531,123
41,51,9,868,379
41,52,10,436,285
41,53,11,745,642
41,54,12,640,218
41,55,13,942,498
41,56,14,385,422
41,57,15,691,686
41,58,16,582,92
41,59,17,895,386
41,60,18,488,272
41,61,19,772,545
41,62,20,678,178
41,63,21,1000,501
42,44,1,339,371
42,45,2,649,263
42,46,3,533,590
42,47,4,859,171
42,48,5,205,501
42,49,6,512,374
42,50,7,386,670
42,51,8,723,123
42,52,9,291,379
42,53,10,600,285
42,54,11,495,642
42,55,12,797,218
42,56,13,240,498
42,57,14,546,422
42,58,15,437,686
42,59,16,750,92
42,60,17,343,386
42,61,18,627,272
42,62,19,533,545
42,63,20,855,178
43,45,1,941,371
43,46,2,825,263
43,47,3,1151,590
43,48,4,497,171
43,49,5,804,501
43,50,6,678,374
43,51,7,1015,670
43,52,8,583,123
43,53,9,892,379
43,54,10,787,285
43,55,11,1089,642
43,56,12,532,218
43,57,13,838,498
43,58,14,729,422
43,59,15,1042,686
43,60,16,635,92
43,61,17,919,386
43,62,18,825,272
43,63,19,1147,545
44,46,1,476,371
44,47,2,802,263
44,48,3,148,590
44,49,4,455,171
44,50,5,329,501
44,51,6,666,374
44,52,7,234,670
44,53,8,543,123
44,54,9,438,379
44,55,10,740,285
44,56,11,183,642
44,57,12,489,218
44,58,13,380,498
44,59,14,693,422
44,60,15,286,686
44,61,16,570,92
44,62,17,476,386
44,63,18,798,272
45,47,1,1112,371
45,48,2,458,263
45,49,3,765,590
45,50,4,639,171
45,51,5,976,501
45,52,6,544,374
45,53,7,853,670
45,54,8,748,123
45,55,9,1050,379
45,56,10,493,285
45,57,11,799,642
45,58,12,690,218
45,59,13,1003,498
45,60,14,596,422
45,61,15,880,686
45,62,16,786,92
45,63,17,1108,386
46,48,1,342,371
46,49,2,649,263
46,50,3,523,590
46,51,4,860,171
46,52,5,428,501
46,53,6,737,374
46,54,7,632,670
46,55,8,934,123
46,56,9,377,379
46,57,10,683,285
46,58,11,574,642
46,59,12,887,218
46,60,13,480,498
46,61,14,764,422
46,62,15,670,686
46,63,16,992,92
47,49,1,975,371
47,50,2,849,263
47,51,3,1186,590
47,52,4,754,171
47,53,5,1063,501
47,54,6,958,374
47,55,7,1260,670
47,56,8,703,123
47,57,9,1009,379
47,58,10,900,285
47,59,11,1213,642
47,60,12,806,218
47,61,13,1090,498
47,62,14,996,422
47,63,15,1318,686
48,50,1,195,371
48,51,2,532,263
48,52,3,100,590
48,53,4,409,171
48,54,5,304,501
48,55,6,606,374
48,56,7,49,670
48,57,8,355,123
48,58,9,246,379
48,59,10,559,285
48,60,11,152,642
48,61,12,436,218
48,62,13,342,498
48,63,14,664,422
49,51,1,839,371
49,52,2,407,263
49,53,3,716,590
49,54,4,611,171
49,55,5,913,501
49,56,6,356,374
49,57,7,662,670
49,58,8,553,123
49,59,9,866,379
49,60,10,459,285
49,61,11,743,642
49,62,12,649,218
49,63,13,971,498
50,52,1,281,371
50,53,2,590,263
50,54,3,485,590
50,55,4,787,171
50,56,5,230,501
50,57,6,536,374
50,58,7,427,670
50,59,8,740,123
50,60,9,333,379
50,61,10,617,285
50,62,11,523,642
50,63,12,845,218
51,53,1,927,371
51,54,2,822,263
51,55,3,1124,590
51,56,4,567,171
51,57,5,873,501
51,58,6,764,374
51,59,7,1077,670
51,60,8,670,123
51,61,9,954,379
51,62,10,860,285
51,63,11,1182,642
52,54,1,390,371
52,55,2,692,263
52,56,3,135,590
52,57,4,441,171
52,58,5,332,501
52,59,6,645,374
52,60,7,238,670
52,61,8,522,123
52,62,9,428,379
52,63,10,750,285
53,55,1,1001,371
53,56,2,444,263
53,57,3,750,590
53,58,4,641,171
53,59,5,954,501
53,60,6,547,374
53,61,7,831,670
53,62,8,737,123
53,63,9,1059,379
54,56,1,339,371
54,57,2,645,263
54,58,3,536,590
54,59,4,849,171
54,60,5,442,501
54,61,6,726,374
54,62,7,632,670
54,63,8,954,123
55,57,1,947,371
55,58,2,838,263
55,59,3,1151,590
55,60,4,744,171
55,61,5,1028,501
55,62,6,934,374
55,63,7,1256,670
56,58,1,281,371
56,59,2,594,263
56,60,3,187,590
56,61,4,471,171
56,62,5,377,501
56,63,6,699,374
57,59,1,900,371
57,60,2,493,263
57,61,3,777,590
57,62,4,683,171
57,63,5,1005,501
58,60,1,384,371
58,61,2,668,263
58,62,3,574,590
58,63,4,896,171
59,61,1,981,371
59,62,2,887,263
59,63,3,1209,590
60,62,1,480,371
60,63,2,802,263
61,63,1,1086,371
